name,lat,lon,cuisine,tags,price_range,rating,city,address,review_count
City Food Tours,39.9556241,-75.1647529,hotels & travel,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.5,Philadelphia,,48
Loco Lucho's Latino Kitchen,39.9531593,-75.1590984,spanish,"{'delivery': 'None', 'takeout': 'None', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,51 N 12th St,40
Potito's Italian American Pastries,39.9210221,-75.1744313,bakeries,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,1614 W Ritner St,88
Smiths Restaurant and Bar,39.9522486027,-75.1716919961,american (new),"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.0,Philadelphia,"39 S 19th St, Ste 41",225
Gaetano’s,39.9604844097,-75.1977337,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,3.5,Philadelphia,3820 Lancaster Ave,6
Rite Aid,40.0428585375,-75.1798537374,shopping,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,2.0,Philadelphia,6201 Germantown Ave,6
Las Cazuelas Restaurant BYOB,39.9698623,-75.1439919,tacos,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,426 W Girard Ave,338
D'S Caribbean And American Food,40.000452,-75.1662905577,caribbean,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,3.5,Philadelphia,3009 N 22nd St,10
Sorrento Pizzeria And Grill,39.9498507065,-75.2332982,chicken wings,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,2.0,Philadelphia,"646 S 55th St, West Phildelphia",9
Tony Express,40.004478,-75.152804,food trucks,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}""}",medium,5.0,Philadelphia,3334 N Broad St,8
Panasian Buffet,40.0308845266,-75.1041150063,pan asian,"{'delivery': 'None', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,3.5,Philadelphia,833 Adams Ave,62
Lucky Goat Coffeehouse,39.9725217939,-75.1792898199,coffee & tea,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,888 N 26th St,135
4 Seasons Grill Mexican Restaurant,40.0030161,-75.1239721,mexican,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,4.0,Philadelphia,"3503 B St, Ste 4B",12
Paris Baguette,40.0546357,-75.1261125,bakeries,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",low,4.0,Philadelphia,6773 N 5th St,32
Jin Jae,39.9522818,-75.1735853,specialty food,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,2.5,Philadelphia,28 S 20th St,9
Sam's Pizza,40.0310045,-75.0836118,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,2.0,Philadelphia,5450 Rutland St,13
McDonald's,40.0323183,-75.106562376,fast food,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,1.0,Philadelphia,710 Adams Ave,22
Dunkin',40.0068644,-75.1230914,donuts,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",low,1.0,Philadelphia,300 Erie Ave,6
Queen Sheba,39.9489954358,-75.2135489881,sports bars,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,4511 Baltimore Ave,64
Ed's Pizza House,40.0474259,-75.1507643,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,1.5,Philadelphia,6047 Ogontz Ave,24
Ricci's Hoagies,39.9353601,-75.1615836,italian,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,1165 S 11th St,67
Pina's Pizza,40.0694581,-75.2398454,italian,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",low,3.5,Philadelphia,8919 Ridge Ave,47
Oregon Steaks,39.91579,-75.1653879,cheesesteaks,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,3.5,Philadelphia,2654 S 10th St,184
The Rotisserie At the Porch,39.954877,-75.18207,beer gardens,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",high,2.0,Philadelphia,2955 Market St,9
SET NoLibs,39.9671493,-75.1404232,mexican,"{'delivery': 'None', 'takeout': 'None', 'outdoor': 'True', 'parking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': False, u'validated': False}""}",medium,4.0,Philadelphia,"1030 N 2nd St, Unit 101",108
George's Sandwich Shop,39.9388315986,-75.1579846257,italian,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,900 S 9th St,93
Fine Wine & Good Spirits - Premium Collection,39.969236,-75.138876,beer,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.0,Philadelphia,180 W Girard Ave,36
Good Karma Cafe,39.9446092,-75.1578331,cafes,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,928 Pine St,249
Oriental Kitchen,39.971725,-75.1657105,american (traditional),"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,2.5,Philadelphia,919 N 18th St,8
MexiPhilly Food Cart,39.9510287,-75.1972745,restaurant,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,3.5,Philadelphia,37TH St And Spruce St,21
Athenian Restaurant,40.0259565956,-75.0442917475,american (new),"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,6824 Torresdale Ave,27
The Palace of Indian,39.9299499,-75.1629175,indian,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,1533 S 11th St,88
In & Out Pizza,40.0700275,-75.1575821,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,2.0,Philadelphia,7600 Ogontz Ave,36
Mac's Tavern,39.949794,-75.144739,american (new),"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,226 Market St,446
Tiffin-Etc,39.9701516,-75.1488281,indian,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.0,Philadelphia,712 W Girard Ave,21
Jamaican Jerk Hut,39.944275,-75.166787,caribbean,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,2.5,Philadelphia,1436 South St,276
Moon Flower House,40.0295791831,-75.0583349168,juice bars & smoothies,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,4.5,Philadelphia,"6414 Frankford Ave, Unit 11",8
Holmesburg Bakery,40.0410115,-75.0284172,bakeries,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,7935 Frankford Ave,79
Chez Yasmine,39.9510399,-75.1989093,street vendors,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,3740 Spruce St,37
McDonald's,39.9307946183,-75.2276433154,fast food,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",low,2.0,Philadelphia,5945 Woodland Ave,15
Halal Gyro King,39.95187,-75.159913,food trucks,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,1 S 12th St,24
Cake Life Bake Shop,39.970468014,-75.1345396622,caterers,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,1306 Frankford Ave,241
Maria's Ristorante on Summit,40.0567171,-75.2363521,italian,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,3.5,Philadelphia,8100 Ridge Ave,98
Chuck E. Cheese,40.076239,-75.03146,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,2.5,Philadelphia,"9175 Roosevelt, Ste 2",12
Copabanana,39.9515586,-75.2032578,bars,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.0,Philadelphia,4000 Spruce St,334
Rangoli: Vibrant Flavors of India,40.110566,-75.0238988,pakistani,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.0,Philadelphia,10863 Bustleton Ave,89
Foodery,39.9448121788,-75.158305077,delis,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,324 S 10th St,113
Dagwood's Pub,40.0506387,-74.9997615712,pubs,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,4625 Linden Ave,123
Jimmies Cupcake,40.0131418,-75.2304038,food trucks,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,3.5,Philadelphia,,17
Alena’s Cafe,40.0513741,-75.1849412,cafes,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,5.0,Philadelphia,6669 Germantown Ave,29
Kato's Cajun,39.9515705,-75.1680038,cajun/creole,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,2.5,Philadelphia,1625 Chestnut St,18
Zorba's Taverna,39.9671642,-75.1748969,greek,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'None', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.5,Philadelphia,2230 Fairmount Ave,510
Heng Fa Food Market,39.954417,-75.156357,ethnic food,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,130 N 10th St,28
Jasmine Rice - Rittenhouse,39.9470839462,-75.1682054067,soup,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,306 S 16th St,307
Xochitl,39.9428742,-75.1456449,lounges,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",high,3.5,Philadelphia,408 S 2nd St,453
Al Sham Restaurant - Philadelphia,40.0300231,-75.1803247,halal,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,306 W Chelten Ave,37
Mr Wish,40.0353731864,-75.0997766417,juice bars & smoothies,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,2.5,Philadelphia,"5520 Whitaker Ave, Ste 10",11
Cactus Restaurant & Bar,40.0245627,-75.2209958,mexican,"{'delivery': 'None', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.0,Philadelphia,4243 Main St,312
Mom Mom's Kitchen and Polish Food Cart,39.9439859,-75.167449,polish,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,5.0,Philadelphia,1505 South St,91
Hibachi 2 Go,39.9242167,-75.1703845,sushi bars,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,3.5,Philadelphia,1414 Synder Ave,105
Dunkin' Donuts,40.1346700008,-75.0082556575,coffee & tea,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,2.5,Philadelphia,14254 Bustleton Ave,10
Williams-Sonoma,39.9491188,-75.1648441,specialty food,"{'delivery': 'True', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",high,3.0,Philadelphia,"200 S Broad St, Ste M6",33
Gaby’s Station Pizza,39.9282246,-75.1568413,mexican,"{'delivery': 'None', 'takeout': 'None', 'outdoor': 'False', 'parking': 'False'}",medium,4.0,Philadelphia,1629 S 7th St,11
Day Break Eggs,39.9387267,-75.1923844,breakfast & brunch,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.5,Philadelphia,2900 Grays Ferry Ave,22
Stuff'd Buns,39.9412882,-75.2187346,event planning & services,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,5.0,Philadelphia,,13
The Frosted Fox Cake Shop,40.0487762,-75.1834594,bakeries,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,5.0,Philadelphia,6511 Germantown Ave,104
Bitar's,39.9346516,-75.1602726,middle eastern,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.0,Philadelphia,947 Federal St,154
Cily Chicken Rice,39.955545,-75.1554729,hainan,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.5,Philadelphia,933 Race St,68
Franklin's,40.0110062,-75.189062,burgers,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",medium,3.5,Philadelphia,3521 Bowman St,129
Tacodelphia,39.9448608451,-75.1652079004,new mexican cuisine,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",low,4.0,Philadelphia,427 S Broad St,240
El Limon,40.0027825,-75.2222705,mexican,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}""}",medium,4.0,Philadelphia,4514 City Ave,12
Franny Lou's Porch,39.9835674,-75.1293858,coffee & tea,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,2400 Coral St,68
Keshet Kitchen,39.9404826,-75.1507871,desserts,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,4.5,Philadelphia,705 E Passyunk Ave,11
KASUMI SUSHI,39.9102554,-75.1869588,japanese,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.0,Philadelphia,"2201 Penrose Ave, Ste3",55
Free Tours By Foot,39.9509398664,-75.1458675238,hotels & travel,{},medium,5.0,Philadelphia,"20 N 3rd St, Ste 201",184
Zaika,40.0798480557,-75.025079772,halal,"{'delivery': 'None', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.0,Philadelphia,2481 Grant Ave,181
Dunkin',39.9385148,-75.1981973,donuts,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,2.0,Philadelphia,3313 Wharton St,16
Auntie Anne's,39.9519182279,-75.1678565093,pretzels,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,2.5,Philadelphia,1625 Chestnut St,6
HipCityVeg - University City,39.953549,-75.202991,sandwiches,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,214 S 40th St,314
Philadelphia Cricket Club,40.0650212,-75.2065334,venues & event spaces,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,415 W Willow Grove Ave,13
Goldie,39.953074,-75.192585,mediterranean,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': True, 'street': True, 'validated': None, 'lot': False, 'valet': False}""}",medium,4.5,Philadelphia,3401 Walnut St,46
Buena Onda,39.9609147337,-75.1708267829,tacos,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.0,Philadelphia,1901 Callowhill St,552
Vientiane Bistro,39.9881000819,-75.1282148436,vegan,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.5,Philadelphia,2537 Kensington Ave,67
Izzy's 33,39.9280043249,-75.160044618,mexican,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': 'False'}",medium,4.5,Philadelphia,1703 S 9th St,24
John's Water Ice,39.9382846,-75.1548943,local flavor,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,701 Christian St,274
Wawa,40.0607947,-75.1920424,convenience stores,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",low,2.5,Philadelphia,7236-40 Germantown Ave,28
Joe's Steaks + Soda Shop,40.0185131,-75.0581372,sandwiches,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,6030 Torresdale Ave,380
Little Caesars Pizza,40.0627091,-75.1520337,pizza,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",low,3.0,Philadelphia,7153 Ogontz Ave,5
Yellow Bicycle Canteen,39.9472244065,-75.1572515,caterers,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': 'False'}",medium,5.0,Philadelphia,930 Locust St,13
Suraya,39.9736865005,-75.1339557767,active life,"{'delivery': 'None', 'takeout': 'None', 'outdoor': 'None', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}",high,4.5,Philadelphia,1528 Frankford Ave,1121
Pearl of East,39.9186353,-75.1824221,restaurant,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,3.0,Philadelphia,2049 W Oregon Ave,17
Full & Happy,39.967102,-75.162135,specialty schools,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': 'False'}",medium,5.0,Philadelphia,N 15th St Fairmount Ave & Spring Garden St,8
Lloyd Whiskey Bar,39.9713575331,-75.127588677,wine bars,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,529 E Girard Ave,210
Smiley's Cafe,40.024774,-75.2214354,juice bars & smoothies,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,4251 Main St,423
Park Manor Deli,40.0303618,-75.1799143,delis,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'None'}",low,2.5,Philadelphia,240 W Chelten Ave,16
iPho Vietnamese Restaurant,39.9674553,-75.169558,vietnamese,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': None, 'validated': None, 'lot': False, 'valet': False}""}",medium,3.5,Philadelphia,1921 Fairmount Ave,151
McDonald's,40.0503776775,-75.0094825029,coffee & tea,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,1.5,Philadelphia,8901 Franford Ave,15
Happy Joy Family Restaurant,39.9710521,-75.1582199,breakfast & brunch,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,1328 W Girard Ave,21
Tasties,39.9717941,-75.2261989,imported food,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,2.5,Philadelphia,1212 N 52nd St,106
Fine Wine & Good Spirits,40.044217875,-75.2323440575,bars,"{'delivery': 'False', 'takeout': 'False', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}""}",medium,3.0,Philadelphia,"Ivy Ridge Shopping Ctr, 7146 Ridge Ave",15
The Sweet Life Bakeshop,39.942203,-75.155223,cupcakes,"{'delivery': 'True', 'takeout': 'None', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,5.0,Philadelphia,740 South St,316
The Original Hot Dog Factory,39.9554278,-75.1643767,hot dogs,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': 'False'}",medium,3.5,Philadelphia,125 N 15th St,30
Bell Beverage,39.9117548,-75.1499777,beer,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",low,4.5,Philadelphia,2809 S Front St,38
Misconduct Tavern,39.954395,-75.169849,bars,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': True, 'street': None, 'validated': None, 'lot': False, 'valet': False}""}",medium,3.0,Philadelphia,1801 John F Kennedy Blvd,131
Mediterra Grill,39.9887627,-75.249793,american (new),"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,3.5,Philadelphia,2119 N 63rd St,36
So Korean Grill,40.0453172867,-75.1176526374,korean,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",medium,4.5,Philadelphia,"6201 N Front St, Ste 120",77
Oteri's Italian Bakery | North 5th St,40.0263283,-75.1324873,shopping,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,2.5,Philadelphia,4919 N 5th St,55
Paris Baguette,39.9551256,-75.1998158,patisserie/cake shop,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': 'False'}",medium,4.5,Philadelphia,"3816 Chestnut St, Unit  9",15
Prohibition Taproom,39.9613018,-75.1593118,american (traditional),"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.0,Philadelphia,501 N 13th St,618
Checkers,40.0752499144,-75.0323500112,burgers,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'True', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",low,1.5,Philadelphia,9173 Roosevelt Boulevard,14
P & S Ravioli,39.928473,-75.1619827,do-it-yourself food,"{'delivery': 'False', 'takeout': 'True', 'outdoor': 'False', 'parking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",medium,4.5,Philadelphia,1640 S 10th St,6
Cafe Square One,39.9489068,-75.1460802,coffee & tea,"{'delivery': 'True', 'takeout': 'True', 'outdoor': 'None', 'parking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",low,4.5,Philadelphia,50 S 3rd St,245
